ensemblID,Symbol,EntrezID,logFC
ENSMUSG00000055567,Unc80,329178,-0.669608597005139
ENSMUSG00000027347,Rasgrp1,19419,-0.669391137902698
ENSMUSG00000028351,Brinp1,56710,-0.669329270571679
ENSMUSG00000040037,Negr1,320840,-0.669123748670324
ENSMUSG00000025551,Fgf14,14169,-0.667900646364112
ENSMUSG00000046523,Kctd4,67516,-0.667464814035872
ENSMUSG00000041444,Arhgap32,330914,-0.667334586204771
ENSMUSG00000026915,Strbp,20744,-0.66697939736264
ENSMUSG00000056427,Slit3,20564,-0.666798827309971
ENSMUSG00000018548,Trim37,68729,-0.66654477067729
ENSMUSG00000071658,Gng3,14704,-0.666281309478486
ENSMUSG00000064225,Paqr9,75552,-0.666132611614972
ENSMUSG00000038174,Fam126b,213056,-0.665484240198579
ENSMUSG00000017167,Cntnap1,53321,-0.665430924770264
ENSMUSG00000030327,Necap1,67602,-0.664383631156674
ENSMUSG00000021066,Atl1,73991,-0.663514612594685
ENSMUSG00000097311,Gm26871,NA,-0.663315654157262
ENSMUSG00000062760,Shisal1,72301,-0.662801337392603
ENSMUSG00000020340,Cyfip2,76884,-0.662697569227229
ENSMUSG00000021670,Hmgcr,15357,-0.662251944367868
ENSMUSG00000053192,Mllt11,56772,-0.662180999831624
ENSMUSG00000049971,Glt1d1,319804,-0.661997978578755
ENSMUSG00000073514,Dok6,623279,-0.661574736850252
ENSMUSG00000038418,Egr1,13653,-0.660383416241394
ENSMUSG00000029211,Gabra4,14397,-0.659839496187924
ENSMUSG00000049119,Fam110b,242297,-0.659514122378255
ENSMUSG00000028137,Celf3,78784,-0.658895391311592
ENSMUSG00000029126,Nsg1,18196,-0.657938506243892
ENSMUSG00000062184,Hs6st2,50786,-0.656812898223268
ENSMUSG00000002006,Pdzd4,245469,-0.656642394866312
ENSMUSG00000043384,Gprasp1,67298,-0.655154080245628
ENSMUSG00000052459,Atp6v1a,11964,-0.654713519338576
ENSMUSG00000056553,Ptprn2,19276,-0.654650246895499
ENSMUSG00000044667,Plppr4,229791,-0.653997958170412
ENSMUSG00000050640,Tmem150c,231503,-0.653927746265465
ENSMUSG00000048304,Slitrk3,386750,-0.652754989731276
ENSMUSG00000021596,Mctp1,78771,-0.65257590041704
ENSMUSG00000020321,Mdh1,17449,-0.65225392946938
ENSMUSG00000069227,Gprin1,26913,-0.651962555799528
ENSMUSG00000026202,Tuba4a,22145,-0.651866659259231
ENSMUSG00000040412,5330417C22Rik,229722,-0.651732352667699
ENSMUSG00000046449,Nexmif,245555,-0.651053687992633
ENSMUSG00000022829,Stxbp5l,207227,-0.651003566732826
ENSMUSG00000072437,Nanos1,332397,-0.650714816418417
ENSMUSG00000099696,2900052N01Rik,NA,-0.649953595096113
ENSMUSG00000055022,Cntn1,12805,-0.649588060719816
ENSMUSG00000015484,Fam163a,329274,-0.648632399441465
ENSMUSG00000063358,Mapk1,26413,-0.647822897117894
ENSMUSG00000027797,Dclk1,13175,-0.647785343339713
ENSMUSG00000037386,Rims2,116838,-0.647409721642301
ENSMUSG00000005045,Chd5,269610,-0.645760858536527
ENSMUSG00000049281,Scn3b,235281,-0.64551666313942
ENSMUSG00000024581,Napg,108123,-0.645491249107369
ENSMUSG00000040105,Plpp6,74411,-0.644950549411082
ENSMUSG00000002012,Pnck,93843,-0.644917566552693
ENSMUSG00000029120,Ppp2r2c,269643,-0.644727236706143
ENSMUSG00000040687,Madd,228355,-0.644160409534513
ENSMUSG00000072214,Sept5,18951,-0.644110584782586
ENSMUSG00000019986,Ahi1,52906,-0.643667538706366
ENSMUSG00000036298,Slc2a13,239606,-0.643636454354822
ENSMUSG00000022752,Tomm70a,28185,-0.64326384930842
ENSMUSG00000039809,Gabbr2,242425,-0.643253938949492
ENSMUSG00000041774,Ydjc,69101,-0.642561753126939
ENSMUSG00000027499,Pkia,18767,-0.641798773596003
ENSMUSG00000054013,Tmem179,104885,-0.641217345106715
ENSMUSG00000038630,Zkscan16,100041581,-0.641163102208402
ENSMUSG00000020151,Ptprr,19279,-0.641095685200968
ENSMUSG00000030000,Add2,11519,-0.640926740203821
ENSMUSG00000034926,Dhcr24,74754,-0.640569822609888
ENSMUSG00000020268,Lyrm7,75530,-0.640266041948694
ENSMUSG00000028039,Efna3,13638,-0.638921140323471
ENSMUSG00000037493,Cib2,56506,-0.637409105724325
ENSMUSG00000081113,Gm7308,NA,-0.636034139372625
ENSMUSG00000056755,Grm7,108073,-0.635631904822408
ENSMUSG00000062995,Ica1,15893,-0.6353136421336
ENSMUSG00000109121,Gm44644,NA,-0.63499645024011
ENSMUSG00000045875,Adra1a,11549,-0.634911831785833
ENSMUSG00000026576,Atp1b1,11931,-0.63490339891133
ENSMUSG00000011752,Pgam1,18648,-0.63456387678271
ENSMUSG00000062554,Gm12751,NA,-0.6330104022702
ENSMUSG00000042078,Svop,68666,-0.632435539780284
ENSMUSG00000028782,Adgrb2,230775,-0.632019373152056
ENSMUSG00000108348,Gm42372,105247240,-0.631010667141211
ENSMUSG00000025892,Gria4,14802,-0.62979036306485
ENSMUSG00000035566,Pcdh17,219228,-0.629355505297748
ENSMUSG00000031824,6430548M08Rik,234797,-0.62932584525505
ENSMUSG00000083563,Gm13340,NA,-0.628686498327382
ENSMUSG00000028572,Hook1,77963,-0.628616200144461
ENSMUSG00000025920,Stau2,29819,-0.62841590269906
ENSMUSG00000038984,Tspyl5,239364,-0.627901358661251
ENSMUSG00000015222,Map2,17756,-0.627758488852577
ENSMUSG00000051391,Ywhag,22628,-0.627195399746081
ENSMUSG00000041216,Clvs1,74438,-0.626261690904745
ENSMUSG00000049225,Pdp1,381511,-0.626198589369041
ENSMUSG00000040563,Plppr2,235044,-0.625235847407756
ENSMUSG00000034310,Tmem132d,243274,-0.624891831551158
ENSMUSG00000020312,Shc2,216148,-0.624563655534037
ENSMUSG00000030329,Pianp,319352,-0.623644314157402
ENSMUSG00000032549,Rab6b,270192,-0.623523802202109
ENSMUSG00000063681,Crb1,170788,-0.622910387631075
ENSMUSG00000056258,Kcnq3,110862,-0.622294328771377
ENSMUSG00000024083,Pja2,224938,-0.622067606822858
ENSMUSG00000057182,Scn3a,20269,-0.62186591107411
ENSMUSG00000047155,Cyp4x1,81906,-0.621470916330316
ENSMUSG00000051703,Tmem198,319998,-0.621200365371733
ENSMUSG00000032827,Ppp1r9a,243725,-0.620502823591762
ENSMUSG00000058756,Thra,21833,-0.620340088305832
ENSMUSG00000034593,Myo5a,17918,-0.620324061865878
ENSMUSG00000045763,Basp1,70350,-0.620129391692806
ENSMUSG00000027634,Ndrg3,29812,-0.619823071684967
ENSMUSG00000051675,Trim32,69807,-0.619460345968037
ENSMUSG00000021684,Pde8b,218461,-0.618868651369447
ENSMUSG00000036815,Dpp10,269109,-0.618848677568515
ENSMUSG00000074461,Gm10699,NA,-0.618844037663737
ENSMUSG00000025499,Hras,15461,-0.618419536309601
ENSMUSG00000054850,Smim10l2a,320237,-0.616719339604792
ENSMUSG00000031778,Cx3cl1,20312,-0.615857329025796
ENSMUSG00000030839,Sergef,27414,-0.615771604460158
ENSMUSG00000025867,Cplx2,12890,-0.615003037747094
ENSMUSG00000039530,Tusc3,80286,-0.614945856703037
ENSMUSG00000032011,Thy1,21838,-0.614793573918656
ENSMUSG00000108819,Gm45177,NA,-0.614508769857219
ENSMUSG00000059203,Il1rapl2,60367,-0.61382341861522
ENSMUSG00000029053,Prkcz,18762,-0.613531345429098
ENSMUSG00000070802,Pnmal2,434128,-0.613309223272489
ENSMUSG00000092083,Kcnb2,98741,-0.61320580239689
ENSMUSG00000024172,St6gal2,240119,-0.612530959405051
ENSMUSG00000022436,Sh3bp1,20401,-0.612430547694933
ENSMUSG00000097814,Panct2,NA,-0.612354816889853
ENSMUSG00000030806,Stx1b,56216,-0.610703766196494
ENSMUSG00000026585,Kifap3,16579,-0.610534456577246
ENSMUSG00000053199,Arhgap20,244867,-0.609833079283866
ENSMUSG00000022311,Csmd3,239420,-0.609611655613951
ENSMUSG00000034145,Tmem63c,217733,-0.608653496290513
ENSMUSG00000044149,Nkrf,77286,-0.608493833289067
ENSMUSG00000025777,Gdap1,14545,-0.608327388107432
ENSMUSG00000055003,Lrtm2,211187,-0.608275266380142
ENSMUSG00000021557,Agtpbp1,67269,-0.607892478063336
ENSMUSG00000002957,Ap2a2,11772,-0.607851474403939
ENSMUSG00000103377,Gm37180,NA,-0.606985164254993
ENSMUSG00000026839,Upp2,76654,-0.605778919262394
ENSMUSG00000020189,Osbpl8,237542,-0.605735468518814
ENSMUSG00000052031,Tagap1,380608,-0.605290723590355
ENSMUSG00000104597,B230334C09Rik,NA,-0.604774976697822
ENSMUSG00000045174,Amer3,211383,-0.604477342384272
ENSMUSG00000025266,Gnl3l,237107,-0.604359731577912
ENSMUSG00000053137,Mapk11,19094,-0.604288338059411
ENSMUSG00000033594,Spata2l,78779,-0.604060825826846
ENSMUSG00000030161,Gabarapl1,57436,-0.603215437209293
ENSMUSG00000029516,Cit,12704,-0.603191610804151
ENSMUSG00000017943,Gdap1l1,228858,-0.603187932126999
ENSMUSG00000022295,Atp6v1c1,66335,-0.602778606725204
ENSMUSG00000046793,Gpr61,229714,-0.602063649409177
ENSMUSG00000048814,Lonrf2,381338,-0.601016173963823
ENSMUSG00000039716,Dock3,208869,-0.600763046215666
ENSMUSG00000022456,Sept3,24050,-0.600329755311616
ENSMUSG00000068205,Macrod2,72899,-0.600029725267644
ENSMUSG00000071708,Sms,20603,-0.600014260354321
ENSMUSG00000049538,Adamts16,271127,-0.599959605900444
ENSMUSG00000081272,Gm13509,NA,-0.599081757414255
ENSMUSG00000030465,Psd3,234353,-0.598545182790435
ENSMUSG00000053825,Ppfia2,327814,-0.598402141916633
ENSMUSG00000020900,Myh10,77579,-0.59745951321052
ENSMUSG00000037601,Nme1,18102,-0.596830612721884
ENSMUSG00000029403,Cdkl2,53886,-0.596792269584891
ENSMUSG00000033361,Prrg3,208748,-0.596739170600948
ENSMUSG00000033009,Ogfod1,270086,-0.596732274220642
ENSMUSG00000055653,Gpc3,14734,-0.595839902445545
ENSMUSG00000022619,Mapk8ip2,60597,-0.595263745731049
ENSMUSG00000002265,Peg3,18616,-0.594814148021673
ENSMUSG00000011751,Sptbn4,80297,-0.594411624801499
ENSMUSG00000052372,Il1rapl1,331461,-0.593350915243891
ENSMUSG00000042589,Cux2,13048,-0.593253917288347
ENSMUSG00000049583,Grm5,108071,-0.593216089969958
ENSMUSG00000033676,Gabrb3,14402,-0.592108836208282
ENSMUSG00000028832,Stmn1,16765,-0.591666109697607
ENSMUSG00000033460,Armcx1,78248,-0.591657093271948
ENSMUSG00000040276,Pacsin1,23969,-0.590315802241457
ENSMUSG00000000197,Nalcn,338370,-0.590195493988143
ENSMUSG00000023456,Tpi1,21991,-0.589748110219213
ENSMUSG00000108920,Gm44678,NA,-0.58940301934594
ENSMUSG00000019852,Arfgef3,215821,-0.589084425712492
ENSMUSG00000009569,Mkl2,239719,-0.58899758843699
ENSMUSG00000046709,Mapk10,26414,-0.588650562326302
ENSMUSG00000021448,Shc3,20418,-0.587695129304087
ENSMUSG00000093904,Tomm20,67952,-0.587187334130976
ENSMUSG00000045871,Slitrk6,239250,-0.586597175026647
ENSMUSG00000073888,Ccl27a,20301,-0.58640003667154
ENSMUSG00000054855,Rnd1,223881,-0.585407460373675
ENSMUSG00000078161,Erich3,209601,-0.584151674421641
ENSMUSG00000020262,Adarb1,110532,-0.583791444164546
ENSMUSG00000041020,Map7d2,78283,-0.583275565246129
ENSMUSG00000020654,Adcy3,104111,-0.583004232646659
ENSMUSG00000056073,Grik2,14806,-0.582534878555345
ENSMUSG00000109536,9330162G02Rik,NA,-0.582151308367395
ENSMUSG00000006576,Slc4a3,20536,-0.581583836215085
ENSMUSG00000039717,Ralyl,76897,-0.581428570827574
ENSMUSG00000030303,Far2,330450,-0.580788642381816
ENSMUSG00000027799,Nbea,26422,-0.580663824399247
ENSMUSG00000027950,Chrnb2,11444,-0.57925662893233
ENSMUSG00000041986,Elmod1,270162,-0.578796664334628
ENSMUSG00000030763,Lcmt1,30949,-0.578771677737551
ENSMUSG00000035849,Krt222,268481,-0.577710741987291
ENSMUSG00000072825,Cep170b,217882,-0.577672241317362
ENSMUSG00000039037,St6galnac5,26938,-0.577589359313142
ENSMUSG00000034285,Nipsnap1,18082,-0.577138584964352
ENSMUSG00000041263,Rusc1,72296,-0.576700130441933
ENSMUSG00000022285,Ywhaz,22631,-0.576299174464361
ENSMUSG00000040724,Kcna2,16490,-0.576184721724335
ENSMUSG00000032606,Nicn1,66257,-0.575741161709439
ENSMUSG00000028524,Sgip1,73094,-0.575635011209388
ENSMUSG00000026959,Grin1,14810,-0.575468537528559
ENSMUSG00000020402,Vdac1,22333,-0.574803716841309
ENSMUSG00000033900,Map9,213582,-0.574164108388631
ENSMUSG00000034295,Fhod3,225288,-0.572789984222609
ENSMUSG00000006575,Rundc3a,51799,-0.57201729894569
ENSMUSG00000017412,Cacnb4,12298,-0.571900640369924
ENSMUSG00000072640,Lyrm9,66274,-0.571658824316398
ENSMUSG00000004936,Map2k1,26395,-0.571244974507382
ENSMUSG00000019796,Lrp11,237253,-0.571151193717197
ENSMUSG00000062661,Ncs1,14299,-0.571079756805814
ENSMUSG00000059146,Ntrk3,18213,-0.570538964556636
ENSMUSG00000044117,2900011O08Rik,67254,-0.57021187283961
ENSMUSG00000100826,Snhg14,16353,-0.569533348896145
ENSMUSG00000040867,Begain,380785,-0.569473166531634
ENSMUSG00000094500,Smim18,72632,-0.569232131478114
ENSMUSG00000023236,Scg5,20394,-0.567401715075658
ENSMUSG00000020577,Tspan13,66109,-0.566768724403163
ENSMUSG00000051401,Kctd16,383348,-0.566554399033523
ENSMUSG00000087968,Gm25395,NA,-0.566354335056487
ENSMUSG00000050627,Gpd1l,333433,-0.566104385746545
ENSMUSG00000074657,Kif5a,16572,-0.566018085076812
ENSMUSG00000007617,Homer1,26556,-0.565992871714951
ENSMUSG00000036966,Spryd3,223918,-0.565096434278766
ENSMUSG00000042388,Dlgap3,242667,-0.56427981041089
ENSMUSG00000040570,Rundc3b,242819,-0.564170930957863
ENSMUSG00000028541,B4galt2,53418,-0.564117450743937
ENSMUSG00000109239,Gm45176,NA,-0.56393447669491
ENSMUSG00000041670,Rims1,116837,-0.563831741491093
ENSMUSG00000023017,Asic1,11419,-0.563607220269038
ENSMUSG00000003363,Pld3,18807,-0.563540942688376
ENSMUSG00000003992,Ssbp2,66970,-0.563489827025828
ENSMUSG00000031672,Got2,14719,-0.563297324817719
ENSMUSG00000052584,Serp2,72661,-0.562254600188562
ENSMUSG00000056367,Actr3b,242894,-0.561865741380216
ENSMUSG00000021708,Rasgrf2,19418,-0.5618278025732
ENSMUSG00000070822,Zscan18,232875,-0.561765410679345
ENSMUSG00000030084,Plxna1,18844,-0.561675355775609
ENSMUSG00000021936,Mapk8,26419,-0.561652621672734
ENSMUSG00000038970,Lmtk2,231876,-0.561281377793325
ENSMUSG00000032120,C2cd2l,71764,-0.561252700248915
ENSMUSG00000026527,Rgs7,24012,-0.561143472810564
ENSMUSG00000035640,Cbarp,100503659,-0.559936760355363
ENSMUSG00000040907,Atp1a3,232975,-0.559887851828917
ENSMUSG00000021536,Adcy2,210044,-0.559403214089038
ENSMUSG00000046378,Asphd1,233879,-0.558887124906399
ENSMUSG00000038296,Galnt18,233733,-0.558376725311535
ENSMUSG00000047959,Kcna3,16491,-0.558167460814119
ENSMUSG00000028176,Lrrc7,242274,-0.556975529423512
ENSMUSG00000052155,Acvr2a,11480,-0.556895953070599
ENSMUSG00000056602,Fry,320365,-0.55685834015226
ENSMUSG00000026000,Lancl1,14768,-0.556796830889174
ENSMUSG00000054728,Phactr1,218194,-0.556135618319178
ENSMUSG00000043668,Tox3,244579,-0.556048193540812
ENSMUSG00000026494,Kif26b,269152,-0.554866935538043
ENSMUSG00000003863,Ppfia3,76787,-0.554496075790387
ENSMUSG00000054976,Nyap2,241134,-0.554048512068146
ENSMUSG00000033352,Map2k4,26398,-0.553374744874857
ENSMUSG00000040389,Wdr47,99512,-0.553216356871208
ENSMUSG00000031428,Zcchc18,66995,-0.553145293459981
ENSMUSG00000020483,Dynll2,68097,-0.553023608865766
ENSMUSG00000027546,Atp9a,11981,-0.552434633679658
ENSMUSG00000021268,Meg3,17263,-0.55232833864416
ENSMUSG00000022223,Sdr39u1,654795,-0.551880394794308
ENSMUSG00000039735,Fnbp1l,214459,-0.550660503368073
ENSMUSG00000109362,Gm44562,NA,-0.550553752144094
ENSMUSG00000021476,Habp4,56541,-0.55055232571192
ENSMUSG00000021209,Ppp4r4,74521,-0.550265335289914
ENSMUSG00000027457,Snph,241727,-0.55017586029618
ENSMUSG00000050751,Pgbd5,209966,-0.55003856282163
ENSMUSG00000041658,Rragb,245670,-0.549882199963145
ENSMUSG00000103497,Gm37407,NA,-0.54949878996653
ENSMUSG00000029657,Hsph1,15505,-0.548113280574441
ENSMUSG00000035228,Ccdc106,232821,-0.547888286187212
ENSMUSG00000062098,Btbd3,228662,-0.544520415934655
ENSMUSG00000005338,Cadm3,94332,-0.544297782784188
ENSMUSG00000025656,Arhgef9,236915,-0.543609568797667
ENSMUSG00000044647,Csrnp3,77771,-0.543209459602954
ENSMUSG00000022973,Synj1,104015,-0.542887173495583
ENSMUSG00000019370,Calm3,12315,-0.54282594728356
ENSMUSG00000023147,Wrb,71446,-0.542790270445664
ENSMUSG00000000532,Acvr1b,11479,-0.542368493763803
ENSMUSG00000058013,Sept11,52398,-0.541673365363842
ENSMUSG00000040631,Dok4,114255,-0.541093856404831
ENSMUSG00000009013,Dynll1,56455,-0.540998921971459
ENSMUSG00000038390,Gpr162,14788,-0.540996849516566
ENSMUSG00000049670,Morn4,226123,-0.540279615783291
ENSMUSG00000033436,Armcx2,67416,-0.539496511864553
ENSMUSG00000000305,Cdh4,12561,-0.539173375788905
ENSMUSG00000027624,Epb41l1,13821,-0.53900591741573
ENSMUSG00000007950,Abhd8,64296,-0.538957374495164
ENSMUSG00000044550,Tceal3,594844,-0.53892624108291
ENSMUSG00000036825,Ssx2ip,99167,-0.538473304595842
ENSMUSG00000022490,Ppp1r1a,58200,-0.538186410834591
ENSMUSG00000026443,Lrrn2,16980,-0.538133218700428
ENSMUSG00000106847,Peg13,353342,-0.537801209265077
ENSMUSG00000021259,Cyp46a1,13116,-0.537724616155823
ENSMUSG00000108088,Gm44229,NA,-0.537244991672614
ENSMUSG00000024423,Impact,16210,-0.537240797118441
ENSMUSG00000034818,Celf5,319586,-0.536982247662598
ENSMUSG00000087885,Gm23600,NA,-0.536622637141505
ENSMUSG00000071073,Lrrc73,224813,-0.536574576420437
ENSMUSG00000019906,Lin7a,108030,-0.534756185926701
ENSMUSG00000055407,Map6,17760,-0.534393768478418
ENSMUSG00000057230,Aak1,269774,-0.534129954321755
ENSMUSG00000051853,Arf3,11842,-0.533953407038812
ENSMUSG00000084845,Tmem240,381582,-0.533839680873626
ENSMUSG00000058589,Anks1b,77531,-0.533300059035289
ENSMUSG00000028360,Slc44a5,242259,-0.533264602860453
ENSMUSG00000052581,Lrrtm4,243499,-0.532482074072677
ENSMUSG00000000627,Sema4f,20355,-0.53212735255792
ENSMUSG00000024012,Mtch1,56462,-0.531747336872023
ENSMUSG00000024127,Prepl,213760,-0.53034713409834
ENSMUSG00000039546,Ajap1,230959,-0.529985780392748
ENSMUSG00000055629,B4galnt4,330671,-0.529960488298264
ENSMUSG00000044933,Sstr3,20607,-0.529340971155155
ENSMUSG00000022661,Cd200,17470,-0.528684786912065
ENSMUSG00000067889,Sptbn2,20743,-0.528407417379039
ENSMUSG00000022523,Fgf12,14167,-0.528194452260717
ENSMUSG00000049804,Armcx4,100503043,-0.52788871029816
ENSMUSG00000031105,Slc25a14,20523,-0.527367650647254
ENSMUSG00000039086,Ss18l1,269397,-0.527116201305066
ENSMUSG00000030401,Rtn2,20167,-0.526784289402381
ENSMUSG00000041078,Grid1,14803,-0.52664187532618
ENSMUSG00000022865,Cxadr,13052,-0.52661401074595
ENSMUSG00000004113,Cacna1b,12287,-0.526569736963761
ENSMUSG00000040560,Wdr7,104082,-0.526565570452915
ENSMUSG00000048895,Cdk5r1,12569,-0.525900490434874
ENSMUSG00000047879,Usp14,59025,-0.525477440071444
ENSMUSG00000109122,A230103L15Rik,NA,-0.525414813250029
ENSMUSG00000023806,Rsph3b,100037282,-0.525387962860822
ENSMUSG00000024121,Atp6v0c,11984,-0.524857389584405
ENSMUSG00000031111,Igsf1,209268,-0.523590512006884
ENSMUSG00000045589,Frrs1l,230235,-0.523315482837358
ENSMUSG00000109125,Gm45159,NA,-0.52326694324195
ENSMUSG00000040722,Scamp5,56807,-0.522244667756371
ENSMUSG00000032336,Nptn,20320,-0.522127614556725
ENSMUSG00000096780,Tmem181b-ps,NA,-0.521980009229331
ENSMUSG00000020366,Mapk9,26420,-0.521437999118899
ENSMUSG00000034799,Unc13a,382018,-0.518173195363308
ENSMUSG00000030282,Cmas,12764,-0.51761192919763
ENSMUSG00000061603,Akap6,238161,-0.517129047518476
ENSMUSG00000023809,Rps6ka2,20112,-0.516364682652136
ENSMUSG00000032262,Elovl4,83603,-0.516279058723306
ENSMUSG00000018326,Ywhab,54401,-0.516140216485966
ENSMUSG00000005958,Ephb3,13845,-0.516125194752146
ENSMUSG00000045083,Lingo2,242384,-0.516007266173834
ENSMUSG00000025217,Btrc,12234,-0.515974551913556
ENSMUSG00000021114,Atp6v1d,73834,-0.515272916642832
ENSMUSG00000026675,Hsd17b7,15490,-0.514025606995303
ENSMUSG00000039057,Myo16,244281,-0.513924316346116
ENSMUSG00000048216,Gpr85,64450,-0.512826689388491
ENSMUSG00000029632,Ndufa4,17992,-0.512811920382264
ENSMUSG00000017679,Ttpal,76080,-0.512709100802322
ENSMUSG00000039478,Micu3,78506,-0.512643976813538
ENSMUSG00000056004,9330182L06Rik,231014,-0.51264340322253
ENSMUSG00000041245,Wnk3,279561,-0.512168696577958
ENSMUSG00000026113,Inpp4a,269180,-0.510791812991974
ENSMUSG00000037788,Vopp1,232023,-0.510735877086899
ENSMUSG00000031292,Cdkl5,382253,-0.510614688087603
ENSMUSG00000026275,Ppp1r7,66385,-0.510394222137175
ENSMUSG00000044349,Snhg11,319317,-0.510365186809009
ENSMUSG00000024743,Syt7,54525,-0.510313768965323
ENSMUSG00000037104,Socs5,56468,-0.508934828020273
ENSMUSG00000039953,Clstn1,65945,-0.508862342802832
ENSMUSG00000024425,Ndfip1,65113,-0.508813939342411
ENSMUSG00000042097,Zfp239,22685,-0.508651235427369
ENSMUSG00000024500,Ppp2r2b,72930,-0.508528727555492
ENSMUSG00000030774,Pak1,18479,-0.508510099589107
ENSMUSG00000039033,Tasp1,75812,-0.508407511960308
ENSMUSG00000029861,Fam131b,76156,-0.508333923353119
ENSMUSG00000020612,Prkar1a,19084,-0.508327117224134
ENSMUSG00000030695,Aldoa,11674,-0.508103283706029
ENSMUSG00000102657,Gm37899,NA,-0.507991820721232
ENSMUSG00000031284,Pak3,18481,-0.507800369011379
ENSMUSG00000036934,4921524J17Rik,66714,-0.506816271635866
ENSMUSG00000030393,Zik1,22775,-0.506498405508346
ENSMUSG00000103697,Gm38020,NA,-0.505999445803782
ENSMUSG00000027010,Slc25a12,78830,-0.505492642576066
ENSMUSG00000036667,Tcaf1,77574,-0.505491690531628
ENSMUSG00000038576,Susd4,96935,-0.505352818032316
ENSMUSG00000078794,Dact3,629378,-0.504914391582616
ENSMUSG00000022205,Sub1,20024,-0.504893401798795
ENSMUSG00000034796,Cpne7,102278,-0.504557997870469
ENSMUSG00000034059,Ypel4,241525,-0.504552317176215
ENSMUSG00000022208,Jph4,319984,-0.504396969928483
ENSMUSG00000035390,Brsk1,381979,-0.503634840652741
ENSMUSG00000040097,Flywch1,224613,-0.503494515641414
ENSMUSG00000052572,Dlg2,23859,-0.503311848089837
ENSMUSG00000018474,Chd3,216848,-0.503187100277635
ENSMUSG00000027698,Nceh1,320024,-0.502186008173352
ENSMUSG00000063646,Jakmip1,76071,-0.500937511690472
ENSMUSG00000030350,Prmt8,381813,-0.500678970083986
ENSMUSG00000070823,NA,NA,-0.500196228422248
ENSMUSG00000034723,Tmx4,52837,-0.499898433461933
ENSMUSG00000091476,Catspere2,545391,-0.499207349887074
ENSMUSG00000020986,Sec23a,20334,-0.499086597203549
ENSMUSG00000021273,Fdft1,14137,-0.498895895542174
ENSMUSG00000047388,Atmin,234776,-0.497599291826542
ENSMUSG00000019302,Atp6v0a1,11975,-0.497501773054321
ENSMUSG00000038486,Sv2a,64051,-0.496324312341174
ENSMUSG00000033526,Ppip5k1,327655,-0.496295088426199
ENSMUSG00000054423,Cadps,27062,-0.495678115333516
ENSMUSG00000034245,Hdac11,232232,-0.495381045390732
ENSMUSG00000050272,Dscam,13508,-0.495190065671159
ENSMUSG00000108943,Gm44559,NA,-0.494318595349206
ENSMUSG00000023050,Map3k12,26404,-0.494164250038787
ENSMUSG00000026312,Cdh7,241201,-0.493956012654606
ENSMUSG00000019124,Scrn1,69938,-0.493143248029111
ENSMUSG00000050855,Zfp940,233057,-0.492588403299246
ENSMUSG00000022841,Ap2m1,11773,-0.491824726383064
ENSMUSG00000034203,Chchd4,72170,-0.491267072291309
ENSMUSG00000052889,Prkcb,18751,-0.491049976851756
ENSMUSG00000046785,Epm2aip1,77781,-0.490997551421252
ENSMUSG00000109320,Gm44679,NA,-0.490197182993595
ENSMUSG00000046269,Usp27x,54651,-0.489997879037664
ENSMUSG00000014592,Camta1,100072,-0.489795354276188
ENSMUSG00000040537,Adam22,11496,-0.489743477479927
ENSMUSG00000026817,Ak1,11636,-0.489239788403378
ENSMUSG00000062380,Tubb3,22152,-0.488956854203695
ENSMUSG00000071424,Grid2,14804,-0.488790764216205
ENSMUSG00000028557,Rnf11,29864,-0.488715079547828
ENSMUSG00000021772,Nkiras1,69721,-0.488012407707295
ENSMUSG00000004849,Ap1s1,11769,-0.487677514895488
ENSMUSG00000020668,Kif3c,16570,-0.48760076548734
ENSMUSG00000027500,Stmn2,20257,-0.487169583406367
ENSMUSG00000036052,Dnajb5,56323,-0.487161832088053
ENSMUSG00000000276,Dgke,56077,-0.486955317165725
ENSMUSG00000021198,Unc79,217843,-0.48647529319027
ENSMUSG00000013160,Atp6v0d1,11972,-0.486285628365698
ENSMUSG00000026207,Speg,11790,-0.485993168736192
ENSMUSG00000021699,Pde4d,238871,-0.484481619302154
ENSMUSG00000026335,Pam,18484,-0.48434155765346
ENSMUSG00000024862,Klc2,16594,-0.484271474696974
ENSMUSG00000032076,Cadm1,54725,-0.484235742874243
ENSMUSG00000060988,Galnt13,271786,-0.483892333183051
ENSMUSG00000102252,Snrpn,20646,-0.48381581281588
ENSMUSG00000001227,Sema6b,20359,-0.483549128560498
ENSMUSG00000028247,Coq3,230027,-0.483133994444396
ENSMUSG00000031242,2610002M06Rik,67028,-0.483014614436108
ENSMUSG00000025272,Tro,56191,-0.482948667341843
ENSMUSG00000016346,Kcnq2,16536,-0.482716566157944
ENSMUSG00000019235,Rps6kl1,238323,-0.482683649000177
ENSMUSG00000025576,Rbfox3,52897,-0.481485220779307
ENSMUSG00000031422,Morf4l2,56397,-0.481336438639899
ENSMUSG00000006818,Sod2,20656,-0.48110620725815
ENSMUSG00000060450,Rnf14,56736,-0.480573466532582
ENSMUSG00000026032,Ndufb3,66495,-0.480240913218847
ENSMUSG00000038291,Snx25,102141,-0.479905497407887
ENSMUSG00000022442,Ttll1,319953,-0.479602829502938
ENSMUSG00000087620,5330434G04Rik,NA,-0.478850856434258
ENSMUSG00000026103,Gls,14660,-0.478649418060253
ENSMUSG00000073236,2500004C02Rik,NA,-0.478309709649356
